FileName,SHA,Issue
addons/hr_timesheet_sheet/hr_timesheet_sheet.py,16a969214fd1c468b5a2df6ac4624e588c3e5b35,546
addons/account_anglo_saxon/invoice.py,3a50d4b35b67743122899a3a525c93bcdab23f80,1817
openerp/modules/loading.py,938502aa37b53f218a2b48e1fb36f45cb6fa67ef,953
addons/website/static/src/js/website.js,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_event/views/website_event.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_event_track/static/src/css/website_event_track.css,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_event_track/views/website_event.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_mail/static/src/js/website_email_designer.js,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_mail/views/website_email_designer.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_mail/views/website_mail.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_quote/static/src/css/website_quotation.css,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_quote/static/src/js/website_quotation.js,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_quote/views/website_quotation.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/website_sale/views/templates.xml,8d08e067584587e9cd06a738258f2771534d6000,2463
addons/auth_ldap/users_ldap.py,0a9c64c17de3208231d3ff982c034f25c608c6fb,1982
addons/web_calendar/i18n/web_calendar.pot,b8ef7215dea11c2e62060a32520248e321b02677,1755
addons/web_calendar/static/src/xml/web_fullcalendar.xml,b8ef7215dea11c2e62060a32520248e321b02677,1755
openerp/addons/base/ir/ir_ui_view.py,3caafac8c02c773aa6ae1243e03edd64c2ad081b,1755
openerp/addons/base/ir/ir_translation.py,b7a2cc13bad36e08e1e1f56391bc95a6ab623c9b,1755
addons/portal_sale/security/ir.model.access.csv,67eb6894b8620b8ef29cb1b85abb7dcf1ff57b2d,1961
addons/account/account_invoice.py,9f481d6c64469d93c0d99dc5c5224457fbab40b7,2280
addons/website_sale/views/templates.xml,9c0964ccadadb7358ac0184effdf3c836a04f7ce,2348
addons/l10n_ro/res_partner.py,5f9682c35304af14a58b9160ec15ccfd44c96c67,720
addons/web/static/src/js/chrome.js,97d99d1974c965506ed9005d4854fcc5ffee0590,2259
openerp/models.py,85533e184180dc31e33761148fe926a0b25259e2,2309
addons/website/controllers/main.py,bae5a75ce1847a89ca1c3557c732c46fc04022a8,2317
addons/website/static/src/js/website.theme.js,bae5a75ce1847a89ca1c3557c732c46fc04022a8,2317
addons/web/static/src/css/base.css,8ef044616a7f8fe06a6bf053fda9746a678a607d,271
addons/web/static/src/css/base.sass,8ef044616a7f8fe06a6bf053fda9746a678a607d,271
addons/web/static/src/css/base.css,8ef044616a7f8fe06a6bf053fda9746a678a607d,2004
addons/web/static/src/css/base.sass,8ef044616a7f8fe06a6bf053fda9746a678a607d,2004
openerp/models.py,742846400423484a1a752ea13f7fb8bf84ed4712,2146
openerp/osv/fields.py,742846400423484a1a752ea13f7fb8bf84ed4712,2146
addons/web/static/src/js/views.js,a6269dceadd3e00a67e6c9be884636c03d478c59,2063
addons/report/models/report_paperformat.py,4b82cf666f4e75b08899728c429eedc75b206ba4,1768
addons/account/account_invoice.py,ecd8b5222bacbde1cc7ea231f93547a85053aa3e,1943
addons/account/account_invoice_view.xml,ecd8b5222bacbde1cc7ea231f93547a85053aa3e,1943
addons/account_analytic_default/account_analytic_default.py,ecd8b5222bacbde1cc7ea231f93547a85053aa3e,1943
addons/account_analytic_plans/account_analytic_plans.py,ecd8b5222bacbde1cc7ea231f93547a85053aa3e,1943
addons/account_anglo_saxon/invoice.py,ecd8b5222bacbde1cc7ea231f93547a85053aa3e,1943
addons/web/views/webclient_templates.xml,74aa7406bf1cd1794f9832ed36141482f7ff9353,2044
addons/sale/sale.py,59b76ee92701a28032822f6f3a45b7939255bb02,250
addons/stock/procurement.py,30a64c1d32b2043e45b9141679c9383f0dbb18b4,2178
addons/stock/stock.py,30a64c1d32b2043e45b9141679c9383f0dbb18b4,2178
openerp/addons/base/base.sql,9a3b48de0ff94c61fd1731439820999dc40a0506,2173
openerp/addons/base/base.sql,9a3b48de0ff94c61fd1731439820999dc40a0506,2095
addons/purchase/stock.py,c2b7bca4867d6ce74253dd87d4890bda510f53b3,1253
addons/sale_stock/sale_stock.py,c2b7bca4867d6ce74253dd87d4890bda510f53b3,1253
addons/stock_account/stock.py,c2b7bca4867d6ce74253dd87d4890bda510f53b3,1253
addons/stock_account/stock.py,a0670b5b99a6e5f3b85270c80e292375ced2c21b,1253
openerp/tools/config.py,b4b40a47c180256d792e1879233b65f6eaa97069,1343
openerp/addons/base/ir/ir_model.py,9c2f093611de0095f0cc7a322d4589f854dd4151,2113
addons/mail/mail_thread.py,0bee015dd67cb809fd235215b43d331074824e42,516
openerp/addons/base/ir/ir_qweb.py,53c88c7ee075a17dc566f04ef3b1ceaa6214b356,2058
addons/mass_mailing/views/snippets.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website/static/src/css/snippets.css,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website/static/src/css/snippets.sass,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website/static/src/js/website.snippets.editor.js,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website/views/snippets.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website/views/website_templates.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_event/views/website_event.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_event_track/controllers/event.py,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_mail/views/snippets.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_mail_group/views/snippets.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_sale/static/src/js/website_sale.editor.js,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_sale/views/snippets.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/website_twitter/views/twitter_snippet.xml,56c83fd0a322e25490d205a7c210c8e72fde46e0,2050
addons/stock/product.py,64f65ee8f68f2f87817a49dd2f5e206dad51add0,2008
addons/website_sale/controllers/main.py,231a478ca975eea50b7f72e5ca775b0a2eb8227b,688
addons/website_sale/views/templates.xml,231a478ca975eea50b7f72e5ca775b0a2eb8227b,688
addons/product/product_view.xml,c27bd90bfc5e2d7a885b9caa1d21f9043ea54421,1970
addons/web/static/src/js/view_form.js,c27bd90bfc5e2d7a885b9caa1d21f9043ea54421,1970
addons/mass_mailing/models/mass_mailing.py,b8ac2d1ed79f59fb7c60a4510231ae1bfddd23a5,1776
addons/mass_mailing/wizard/mail_compose_message.py,b8ac2d1ed79f59fb7c60a4510231ae1bfddd23a5,1776
openerp/models.py,53c13c91bfad2fd3748795422f08e7b84d9d74a5,1945
addons/point_of_sale/point_of_sale.py,73546f70ca16ff9bcb51d62273ac3ec6b810e6c4,1558
addons/point_of_sale/point_of_sale.py,73546f70ca16ff9bcb51d62273ac3ec6b810e6c4,1764
openerp/osv/fields.py,2c6ee8908094e062077e8a65329f1b022954ad59,1719
addons/product/product_view.xml,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/stock/product_view.xml,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/stock/res_config.py,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/stock/stock.py,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/stock/stock_view.xml,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/stock_account/stock_account_view.xml,754cbf2d73b6af21ef14407efd688a9ba4db883b,1906
addons/web/static/src/js/tour.js,c48a7141e6a3756694e2dad1ab50677da8084917,1890
addons/website/models/website.py,c48a7141e6a3756694e2dad1ab50677da8084917,1890
addons/website/static/src/js/website.editor.js,c48a7141e6a3756694e2dad1ab50677da8084917,1890
addons/website/static/src/js/website.snippets.editor.js,c48a7141e6a3756694e2dad1ab50677da8084917,1890
addons/purchase/stock.py,d0a0b7d91de08612cb03bdead4d2789185884402,1032
addons/theme_bootswatch/views/theme.xml,154867daad504c563ab64e0e2e906064cf837b99,1781
addons/web/static/src/js/tour.js,154867daad504c563ab64e0e2e906064cf837b99,1781
addons/website/static/src/js/website.theme.js,154867daad504c563ab64e0e2e906064cf837b99,1781
addons/website/static/src/xml/website.theme.xml,154867daad504c563ab64e0e2e906064cf837b99,1781
addons/website/views/themes.xml,154867daad504c563ab64e0e2e906064cf837b99,1781
addons/account_anglo_saxon/invoice.py,9a763928e1503ab1a56cf73b972e72e6aafefb5c,1801
addons/account/account_move_line.py,052f9ed5d7505d6312dd3f1b0a364aa759beaa21,1456
addons/project_timesheet/project_timesheet.py,052f9ed5d7505d6312dd3f1b0a364aa759beaa21,1456
openerp/models.py,052f9ed5d7505d6312dd3f1b0a364aa759beaa21,1456
openerp/osv/fields.py,052f9ed5d7505d6312dd3f1b0a364aa759beaa21,1456
addons/account_voucher/account_voucher_view.xml,6164f52ca3d652ac6a8e2936a2c34570564544b3,1261
